digikey_pn,gridid,quantity,parametrics
CF14JT2K20CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT2K20CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT2K20'), ('Description', 'RES 2.2K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 2-2k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '2.2k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -400ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/42.2K5%RCT CF1/42.2K5%RCT-ND CF1/42.2KJRCT CF1/42.2KJRCT-ND CF14JT2K20CT')])"
CF14JT2K70CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT2K70CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT2K70'), ('Description', 'RES 2.7K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 2-7k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '2.7k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -400ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/42.7K5%RCT CF1/42.7K5%RCT-ND CF1/42.7KJRCT CF1/42.7KJRCT-ND CF14JT2K70CT')])"
CF14JT3K30CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT3K30CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT3K30'), ('Description', 'RES 3.3K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 3-3k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '3.3k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -400ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/43.3K5%RCT CF1/43.3K5%RCT-ND CF1/43.3KJRCT CF1/43.3KJRCT-ND CF14JT3K30CT')])"
CF14JT3K90CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT3K90CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT3K90'), ('Description', 'RES 3.9K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 3-9k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '3.9k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -400ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/43.9K5%RCT CF1/43.9K5%RCT-ND CF1/43.9KJRCT CF1/43.9KJRCT-ND CF14JT3K90CT')])"
CF14JT4K70CT-ND,,1000,"OrderedDict([('Digi-Key Part Number', 'CF14JT4K70CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT4K70'), ('Description', 'RES 4.7K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 4-7k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '4.7k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -400ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/44.7K5%RCT CF1/44.7K5%RCT-ND CF1/44.7KJRCT CF1/44.7KJRCT-ND CF14JT4K70CT')])"
CF14JT5K60CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT5K60CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT5K60'), ('Description', 'RES 5.6K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 5-6k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '5.6k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -400ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/45.6K5%RCT CF1/45.6K5%RCT-ND CF1/45.6KJRCT CF1/45.6KJRCT-ND CF14JT5K60CT')])"
CF14JT6K80CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT6K80CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT6K80'), ('Description', 'RES 6.8K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 6-8k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '6.8k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -400ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/46.8K5%RCT CF1/46.8K5%RCT-ND CF1/46.8KJRCT CF1/46.8KJRCT-ND CF14JT6K80CT')])"
CF14JT8K20CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT8K20CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT8K20'), ('Description', 'RES 8.2K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 8-2k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '8.2k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -400ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/48.2K5%RCT CF1/48.2K5%RCT-ND CF1/48.2KJRCT CF1/48.2KJRCT-ND CF14JT8K20CT')])"
CF14JT10K0CT-ND,,1000,"OrderedDict([('Digi-Key Part Number', 'CF14JT10K0CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT10K0'), ('Description', 'RES 10K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 10k'), ('RoHS Information', 'RoHS Compliance'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '10k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/410K5%RCT CF1/410K5%RCT-ND CF1/410KJRCT CF1/410KJRCT-ND CF14JT10K0CT')])"
CF14JT12K0CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT12K0CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT12K0'), ('Description', 'RES 12K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 12k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '12k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/412K5%RCT CF1/412K5%RCT-ND CF1/412KJRCT CF1/412KJRCT-ND CF14JT12K0CT')])"
CF14JT15K0CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT15K0CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT15K0'), ('Description', 'RES 15K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 15k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '15k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/415K5%RCT CF1/415K5%RCT-ND CF1/415KJRCT CF1/415KJRCT-ND CF14JT15K0CT')])"
CF14JT18K0CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT18K0CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT18K0'), ('Description', 'RES 18K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 18k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '18k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/418K5%RCT CF1/418K5%RCT-ND CF1/418KJRCT CF1/418KJRCT-ND CF14JT18K0CT')])"
CF14JT12K0CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT12K0CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT12K0'), ('Description', 'RES 12K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 12k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '12k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/412K5%RCT CF1/412K5%RCT-ND CF1/412KJRCT CF1/412KJRCT-ND CF14JT12K0CT')])"
CF14JT27K0CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT27K0CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT27K0'), ('Description', 'RES 27K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 27k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '27k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/427K5%RCT CF1/427K5%RCT-ND CF1/427KJRCT CF1/427KJRCT-ND CF14JT27K0CT')])"
CF14JT33K0CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT33K0CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT33K0'), ('Description', 'RES 33K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 33k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '33k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/433K5%RCT CF1/433K5%RCT-ND CF1/433KJRCT CF1/433KJRCT-ND CF14JT33K0CT')])"
CF14JT39K0CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT39K0CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT39K0'), ('Description', 'RES 39K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 39k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '39k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/439K5%RCT CF1/439K5%RCT-ND CF1/439KJRCT CF1/439KJRCT-ND CF14JT39K0CT')])"
CF14JT47K0CT-ND,,1000,"OrderedDict([('Digi-Key Part Number', 'CF14JT47K0CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT47K0'), ('Description', 'RES 47K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 47k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '47k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/447K5%RCT CF1/447K5%RCT-ND CF1/447KJRCT CF1/447KJRCT-ND CF14JT47K0CT')])"
CF14JT56K0CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT56K0CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT56K0'), ('Description', 'RES 56K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 56k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '56k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/456K5%RCT CF1/456K5%RCT-ND CF1/456KJRCT CF1/456KJRCT-ND CF14JT56K0CT')])"
