digikey_pn,gridid,quantity,parametrics,title,package,quickdesc,mfrpn,desc,code
CF14JT8K20CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT8K20', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/48.2K5%RCT \rCF1/48.2K5%RCT-ND \rCF1/48.2KJRCT \rCF1/48.2KJRCT-ND \rCF14JT8K20CT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT8K20CT-ND', 'Resistance (Ohms)': '8.2k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 8-2k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 8.2K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 8.2kΩ",Axial,±5%,CF14JT8K20,RES 8.2K OHM 1/4W 5% CARBON FILM,CF14JT8K20CT-ND
CF14JT10K0CT-ND,GRID,1000,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT10K0', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/410K5%RCT \rCF1/410K5%RCT-ND \rCF1/410KJRCT \rCF1/410KJRCT-ND \rCF14JT10K0CT', 'Temperature Coefficient': '0/ -500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT10K0CT-ND', 'Resistance (Ohms)': '10k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 10k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 10K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 10kΩ",Axial,±5%,CF14JT10K0,RES 10K OHM 1/4W 5% CARBON FILM,CF14JT10K0CT-ND
CF14JT12K0CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT12K0', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/412K5%RCT \rCF1/412K5%RCT-ND \rCF1/412KJRCT \rCF1/412KJRCT-ND \rCF14JT12K0CT', 'Temperature Coefficient': '0/ -500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT12K0CT-ND', 'Resistance (Ohms)': '12k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 12k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 12K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 12kΩ",Axial,±5%,CF14JT12K0,RES 12K OHM 1/4W 5% CARBON FILM,CF14JT12K0CT-ND
CF14JT15K0CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT15K0', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/415K5%RCT \rCF1/415K5%RCT-ND \rCF1/415KJRCT \rCF1/415KJRCT-ND \rCF14JT15K0CT', 'Temperature Coefficient': '0/ -500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT15K0CT-ND', 'Resistance (Ohms)': '15k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 15k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 15K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 15kΩ",Axial,±5%,CF14JT15K0,RES 15K OHM 1/4W 5% CARBON FILM,CF14JT15K0CT-ND
CF14JT18K0CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT18K0', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/418K5%RCT \rCF1/418K5%RCT-ND \rCF1/418KJRCT \rCF1/418KJRCT-ND \rCF14JT18K0CT', 'Temperature Coefficient': '0/ -500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT18K0CT-ND', 'Resistance (Ohms)': '18k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 18k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 18K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 18kΩ",Axial,±5%,CF14JT18K0,RES 18K OHM 1/4W 5% CARBON FILM,CF14JT18K0CT-ND
CF14JT12K0CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT12K0', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/412K5%RCT \rCF1/412K5%RCT-ND \rCF1/412KJRCT \rCF1/412KJRCT-ND \rCF14JT12K0CT', 'Temperature Coefficient': '0/ -500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT12K0CT-ND', 'Resistance (Ohms)': '12k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 12k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 12K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 12kΩ",Axial,±5%,CF14JT12K0,RES 12K OHM 1/4W 5% CARBON FILM,CF14JT12K0CT-ND
CF14JT27K0CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT27K0', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/427K5%RCT \rCF1/427K5%RCT-ND \rCF1/427KJRCT \rCF1/427KJRCT-ND \rCF14JT27K0CT', 'Temperature Coefficient': '0/ -500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT27K0CT-ND', 'Resistance (Ohms)': '27k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 27k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 27K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 27kΩ",Axial,±5%,CF14JT27K0,RES 27K OHM 1/4W 5% CARBON FILM,CF14JT27K0CT-ND
CF14JT33K0CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT33K0', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/433K5%RCT \rCF1/433K5%RCT-ND \rCF1/433KJRCT \rCF1/433KJRCT-ND \rCF14JT33K0CT', 'Temperature Coefficient': '0/ -500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT33K0CT-ND', 'Resistance (Ohms)': '33k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 33k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 33K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 33kΩ",Axial,±5%,CF14JT33K0,RES 33K OHM 1/4W 5% CARBON FILM,CF14JT33K0CT-ND
CF14JT39K0CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT39K0', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/439K5%RCT \rCF1/439K5%RCT-ND \rCF1/439KJRCT \rCF1/439KJRCT-ND \rCF14JT39K0CT', 'Temperature Coefficient': '0/ -500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT39K0CT-ND', 'Resistance (Ohms)': '39k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 39k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 39K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 39kΩ",Axial,±5%,CF14JT39K0,RES 39K OHM 1/4W 5% CARBON FILM,CF14JT39K0CT-ND
CF14JT47K0CT-ND,GRID,1000,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT47K0', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/447K5%RCT \rCF1/447K5%RCT-ND \rCF1/447KJRCT \rCF1/447KJRCT-ND \rCF14JT47K0CT', 'Temperature Coefficient': '0/ -500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT47K0CT-ND', 'Resistance (Ohms)': '47k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 47k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 47K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 47kΩ",Axial,±5%,CF14JT47K0,RES 47K OHM 1/4W 5% CARBON FILM,CF14JT47K0CT-ND
CF14JT56K0CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT56K0', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/456K5%RCT \rCF1/456K5%RCT-ND \rCF1/456KJRCT \rCF1/456KJRCT-ND \rCF14JT56K0CT', 'Temperature Coefficient': '0/ -500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT56K0CT-ND', 'Resistance (Ohms)': '56k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 56k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 56K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 56kΩ",Axial,±5%,CF14JT56K0,RES 56K OHM 1/4W 5% CARBON FILM,CF14JT56K0CT-ND
CF14JT68K0CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT68K0', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/468K5%RCT \rCF1/468K5%RCT-ND \rCF1/468KJRCT \rCF1/468KJRCT-ND \rCF14JT68K0CT', 'Temperature Coefficient': '0/ -500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT68K0CT-ND', 'Resistance (Ohms)': '68k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 68k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 68K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 68kΩ",Axial,±5%,CF14JT68K0,RES 68K OHM 1/4W 5% CARBON FILM,CF14JT68K0CT-ND
CF14JT82K0CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT82K0', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/482K5%RCT \rCF1/482K5%RCT-ND \rCF1/482KJRCT \rCF1/482KJRCT-ND \rCF14JT82K0CT', 'Temperature Coefficient': '0/ -500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT82K0CT-ND', 'Resistance (Ohms)': '82k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 82k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 82K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 82kΩ",Axial,±5%,CF14JT82K0,RES 82K OHM 1/4W 5% CARBON FILM,CF14JT82K0CT-ND
CF14JT150KCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT150K', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/4150K5%RCT \rCF1/4150K5%RCT-ND \rCF1/4150KJRCT \rCF1/4150KJRCT-ND \rCF14JT150KCT', 'Temperature Coefficient': '0/ -850ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT150KCT-ND', 'Resistance (Ohms)': '150k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 150k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 150K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 150kΩ",Axial,±5%,CF14JT150K,RES 150K OHM 1/4W 5% CARBON FILM,CF14JT150KCT-ND
CF14JT180KCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT180K', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/4180K5%RCT \rCF1/4180K5%RCT-ND \rCF1/4180KJRCT \rCF1/4180KJRCT-ND \rCF14JT180KCT', 'Temperature Coefficient': '0/ -850ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT180KCT-ND', 'Resistance (Ohms)': '180k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 180k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 180K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 180kΩ",Axial,±5%,CF14JT180K,RES 180K OHM 1/4W 5% CARBON FILM,CF14JT180KCT-ND
CF14JT220KCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT220K', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/4220K5%RCT \rCF1/4220K5%RCT-ND \rCF1/4220KJRCT \rCF1/4220KJRCT-ND \rCF14JT220KCT', 'Temperature Coefficient': '0/ -850ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT220KCT-ND', 'Resistance (Ohms)': '220k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 220k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 220K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 220kΩ",Axial,±5%,CF14JT220K,RES 220K OHM 1/4W 5% CARBON FILM,CF14JT220KCT-ND
CF14JT270KCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT270K', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/4270K5%RCT \rCF1/4270K5%RCT-ND \rCF1/4270KJRCT \rCF1/4270KJRCT-ND \rCF14JT270KCT', 'Temperature Coefficient': '0/ -850ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT270KCT-ND', 'Resistance (Ohms)': '270k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 270k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 270K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 270kΩ",Axial,±5%,CF14JT270K,RES 270K OHM 1/4W 5% CARBON FILM,CF14JT270KCT-ND
