digikey_pn,gridid,quantity,parametrics,title,package,quickdesc,mfrpn,desc,code
CF14JT220RCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT220R', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/42205%RCT \rCF1/42205%RCT-ND \rCF1/4220JRCT \rCF1/4220JRCT-ND \rCF14JT220RCT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT220RCT-ND', 'Resistance (Ohms)': '220', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 220', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 220 OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 220Ω",Axial,±5%,CF14JT220R,RES 220 OHM 1/4W 5% CARBON FILM,CF14JT220RCT-ND
CF14JT330RCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT330R', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/43305%RCT \rCF1/43305%RCT-ND \rCF1/4330JRCT \rCF1/4330JRCT-ND \rCF14JT330RCT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT330RCT-ND', 'Resistance (Ohms)': '330', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 330', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 330 OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 330Ω",Axial,±5%,CF14JT330R,RES 330 OHM 1/4W 5% CARBON FILM,CF14JT330RCT-ND
CF14JT390RCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT390R', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/43905%RCT \rCF1/43905%RCT-ND \rCF1/4390JRCT \rCF1/4390JRCT-ND \rCF14JT390RCT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT390RCT-ND', 'Resistance (Ohms)': '390', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 390', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 390 OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 390Ω",Axial,±5%,CF14JT390R,RES 390 OHM 1/4W 5% CARBON FILM,CF14JT390RCT-ND
CF14JT470RCT-ND,GRID,1000,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT470R', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/44705%RCT \rCF1/44705%RCT-ND \rCF1/4470JRCT \rCF1/4470JRCT-ND \rCF14JT470RCT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT470RCT-ND', 'Resistance (Ohms)': '470', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 470', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 470 OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 470Ω",Axial,±5%,CF14JT470R,RES 470 OHM 1/4W 5% CARBON FILM,CF14JT470RCT-ND
CF14JT560RCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT560R', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/45605%RCT \rCF1/45605%RCT-ND \rCF1/4560JRCT \rCF1/4560JRCT-ND \rCF14JT560RCT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT560RCT-ND', 'Resistance (Ohms)': '560', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 560', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 560 OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 560Ω",Axial,±5%,CF14JT560R,RES 560 OHM 1/4W 5% CARBON FILM,CF14JT560RCT-ND
CF14JT680RCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT680R', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/46805%RCT \rCF1/46805%RCT-ND \rCF1/4680JRCT \rCF1/4680JRCT-ND \rCF14JT680RCT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT680RCT-ND', 'Resistance (Ohms)': '680', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 680', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 680 OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 680Ω",Axial,±5%,CF14JT680R,RES 680 OHM 1/4W 5% CARBON FILM,CF14JT680RCT-ND
CF14JT820RCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT820R', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/48205%RCT \rCF1/48205%RCT-ND \rCF1/4820JRCT \rCF1/4820JRCT-ND \rCF14JT820RCT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT820RCT-ND', 'Resistance (Ohms)': '820', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 820', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 820 OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 820Ω",Axial,±5%,CF14JT820R,RES 820 OHM 1/4W 5% CARBON FILM,CF14JT820RCT-ND
CF14JT1K00CT-ND,GRID,1000,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT1K00', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/41K5%RCT \rCF1/41K5%RCT-ND \rCF1/41KJRCT \rCF1/41KJRCT-ND \rCF14JT1K00CT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT1K00CT-ND', 'Resistance (Ohms)': '1k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 1k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 1K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 1kΩ",Axial,±5%,CF14JT1K00,RES 1K OHM 1/4W 5% CARBON FILM,CF14JT1K00CT-ND
CF14JT1K20CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT1K20', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/41.2K5%RCT \rCF1/41.2K5%RCT-ND \rCF1/41.2KJRCT \rCF1/41.2KJRCT-ND \rCF14JT1K20CT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT1K20CT-ND', 'Resistance (Ohms)': '1.2k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 1-2k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 1.2K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 1.2kΩ",Axial,±5%,CF14JT1K20,RES 1.2K OHM 1/4W 5% CARBON FILM,CF14JT1K20CT-ND
CF14JT1K80CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT1K80', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/41.8K5%RCT \rCF1/41.8K5%RCT-ND \rCF1/41.8KJRCT \rCF1/41.8KJRCT-ND \rCF14JT1K80CT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT1K80CT-ND', 'Resistance (Ohms)': '1.8k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 1-8k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 1.8K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 1.8kΩ",Axial,±5%,CF14JT1K80,RES 1.8K OHM 1/4W 5% CARBON FILM,CF14JT1K80CT-ND
CF14JT2K20CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT2K20', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/42.2K5%RCT \rCF1/42.2K5%RCT-ND \rCF1/42.2KJRCT \rCF1/42.2KJRCT-ND \rCF14JT2K20CT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT2K20CT-ND', 'Resistance (Ohms)': '2.2k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 2-2k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 2.2K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 2.2kΩ",Axial,±5%,CF14JT2K20,RES 2.2K OHM 1/4W 5% CARBON FILM,CF14JT2K20CT-ND
CF14JT2K70CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT2K70', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/42.7K5%RCT \rCF1/42.7K5%RCT-ND \rCF1/42.7KJRCT \rCF1/42.7KJRCT-ND \rCF14JT2K70CT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT2K70CT-ND', 'Resistance (Ohms)': '2.7k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 2-7k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 2.7K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 2.7kΩ",Axial,±5%,CF14JT2K70,RES 2.7K OHM 1/4W 5% CARBON FILM,CF14JT2K70CT-ND
CF14JT3K30CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT3K30', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/43.3K5%RCT \rCF1/43.3K5%RCT-ND \rCF1/43.3KJRCT \rCF1/43.3KJRCT-ND \rCF14JT3K30CT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT3K30CT-ND', 'Resistance (Ohms)': '3.3k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 3-3k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 3.3K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 3.3kΩ",Axial,±5%,CF14JT3K30,RES 3.3K OHM 1/4W 5% CARBON FILM,CF14JT3K30CT-ND
CF14JT3K90CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT3K90', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/43.9K5%RCT \rCF1/43.9K5%RCT-ND \rCF1/43.9KJRCT \rCF1/43.9KJRCT-ND \rCF14JT3K90CT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT3K90CT-ND', 'Resistance (Ohms)': '3.9k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 3-9k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 3.9K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 3.9kΩ",Axial,±5%,CF14JT3K90,RES 3.9K OHM 1/4W 5% CARBON FILM,CF14JT3K90CT-ND
CF14JT4K70CT-ND,GRID,1000,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT4K70', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/44.7K5%RCT \rCF1/44.7K5%RCT-ND \rCF1/44.7KJRCT \rCF1/44.7KJRCT-ND \rCF14JT4K70CT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT4K70CT-ND', 'Resistance (Ohms)': '4.7k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 4-7k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 4.7K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 4.7kΩ",Axial,±5%,CF14JT4K70,RES 4.7K OHM 1/4W 5% CARBON FILM,CF14JT4K70CT-ND
CF14JT5K60CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT5K60', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/45.6K5%RCT \rCF1/45.6K5%RCT-ND \rCF1/45.6KJRCT \rCF1/45.6KJRCT-ND \rCF14JT5K60CT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT5K60CT-ND', 'Resistance (Ohms)': '5.6k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 5-6k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 5.6K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 5.6kΩ",Axial,±5%,CF14JT5K60,RES 5.6K OHM 1/4W 5% CARBON FILM,CF14JT5K60CT-ND
CF14JT6K80CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT6K80', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/46.8K5%RCT \rCF1/46.8K5%RCT-ND \rCF1/46.8KJRCT \rCF1/46.8KJRCT-ND \rCF14JT6K80CT', 'Temperature Coefficient': '0/ -400ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT6K80CT-ND', 'Resistance (Ohms)': '6.8k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 6-8k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 6.8K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 6.8kΩ",Axial,±5%,CF14JT6K80,RES 6.8K OHM 1/4W 5% CARBON FILM,CF14JT6K80CT-ND
